Store,YearMonth,Monthly_Sales,Temperature,Fuel_Price,CPI,Unemployment,Holiday_Flag,Date,Month,Year,Prev_Month_Sales,Prev_2_Months_Sales,Prev_Year_Sales,Rolling_3M_Avg,Rolling_6M_Avg,MoM_Change,Next_Month_Sales
1,2012-03,8201997.4,63.6,3.7329999999999997,221.15329436000002,7.348000000000001,0,2012-03-31,3,2012,6798074.91,5723690.52,6307375.4799999995,6907920.943333332,7115609.6866666665,0.20651765515775988,6511214.82
1,2012-04,6511214.82,68.3725,3.8682499999999997,221.53195805000001,7.143,0,2012-04-30,4,2012,8201997.4,6798074.91,7689123.6,7170429.043333334,7188757.531666666,-0.20614278419546928,6446962.46
1,2012-05,6446962.46,74.2175,3.657,221.72127030000001,7.143,0,2012-05-31,5,2012,6511214.82,8201997.4,6128431.8,7053391.56,7119089.136666667,-0.009867952720994722,8020582.84
1,2012-06,8020582.84,79.774,3.3956000000000004,221.7811522,7.142999999999999,0,2012-06-30,6,2012,6446962.46,6511214.82,6194971.74,6992920.04,6950420.491666667,0.24408710144715196,6233946.67
1,2012-07,6233946.67,80.4425,3.30025,221.920489725,6.908,0,2012-07-31,7,2012,8020582.84,6446962.46,7227654.3100000005,6900497.323333333,7035463.183333334,-0.2227564013290585,7897619.59
1,2012-08,7897619.59,82.832,3.5480000000000005,222.08482684,6.9079999999999995,0,2012-08-31,8,2012,6233946.67,8020582.84,6144985.73,7384049.699999999,7218720.63,0.26687313961253367,6122381.5200000005
1,2012-09,6122381.5200000005,76.22,3.7085,222.696132775,6.908,1,2012-09-30,9,2012,7897619.59,6233946.67,7379542.34,6751315.926666667,6872117.983333334,-0.2247814103692477,6245587.29
2,2011-02,8011783.74,47.5175,3.0302499999999997,212.727664875,8.028,1,2011-02-28,2,2011,6949000.95,12190116.8,8264347.77,9050300.496666666,8649476.325000001,0.15294037195375543,7529434.8
2,2011-03,7529434.8,60.5525,3.427,213.877487925,8.028,0,2011-03-31,3,2011,8011783.74,6949000.95,7677765.6,7496739.830000001,8694015.834999999,-0.060204937583599905,9136076.690000001
2,2011-04,9136076.690000001,66.102,3.7012,214.90858242,7.931,0,2011-04-30,4,2011,7529434.8,8011783.74,9520276.09,8225765.076666668,8714625.265,0.21338147320168055,7162271.09
2,2011-05,7162271.09,69.9125,3.8745000000000003,215.3988261,7.931,0,2011-05-31,5,2011,9136076.690000001,7529434.8,7777385.0600000005,7942594.193333332,8496447.345,-0.21604520922645643,7607607.16
2,2011-06,7607607.16,84.5425,3.6445,214.754360475,7.931,0,2011-06-30,6,2011,7162271.09,9136076.690000001,8069642.74,7968651.646666667,7732695.738333334,0.06217805279972999,8929101.75
2,2011-07,8929101.75,88.526,3.5824,214.99824588,7.852000000000001,0,2011-07-31,7,2011,7607607.16,7162271.09,9316686.92,7899660.0,8062712.538333334,0.17370699645852894,7354707.02
2,2011-08,7354707.02,91.3075,3.5997500000000002,215.291750075,7.852,0,2011-08-31,8,2011,8929101.75,7607607.16,7715686.75,7963805.31,7953199.751666666,-0.1763217369541119,8568254.09
2,2011-09,8568254.09,80.036,3.4854,215.81007988000002,7.852000000000001,1,2011-09-30,9,2011,7354707.02,8929101.75,7262197.74,8284020.953333333,8126336.3,0.16500277532469276,7185412.12
2,2011-10,7185412.12,67.9975,3.321,217.04771095,7.441,0,2011-10-31,10,2011,8568254.09,7354707.02,9012420.11,7702791.076666667,7801225.538333334,-0.16139133544299455,8397397.85
2,2011-11,8397397.85,58.3075,3.29325,217.777736975,7.441,1,2011-11-30,11,2011,7185412.12,8568254.09,8471338.61,8050354.6866666665,8007079.998333332,0.16867309901773586,11776834.16
2,2011-12,11776834.16,46.372,3.146,218.79254350000002,7.441,1,2011-12-31,12,2011,8397397.85,7185412.12,12190116.8,9119881.376666667,8701951.165000001,0.40243851373553774,6916920.87
2,2012-01,6916920.87,48.735,3.2439999999999998,219.55814702499998,7.057,0,2012-01-31,1,2012,11776834.16,8397397.85,6949000.95,9030384.293333333,8366587.684999999,-0.4126672095380852,8097113.78
2,2012-02,8097113.78,50.16,3.4585,220.01448399999998,7.057,1,2012-02-29,2,2012,6916920.87,11776834.16,8011783.74,8930289.603333334,8490322.145,0.1706240294172976,9514186.05
2,2012-03,9514186.05,62.084,3.7329999999999997,220.79151584000002,7.057,0,2012-03-31,3,2012,8097113.78,6916920.87,7529434.8,8176073.566666667,8647977.471666668,0.17500955383635475,7676382.550000001
2,2012-04,7676382.550000001,67.35,3.8682499999999997,221.1700215,6.891,0,2012-04-30,4,2012,9514186.05,8097113.78,9136076.690000001,8429227.46,8729805.876666667,-0.19316455347223316,7755209.84
2,2012-05,7755209.84,75.015,3.657,221.358967925,6.891,0,2012-05-31,5,2012,7676382.550000001,9514186.05,7162271.09,8315259.4799999995,8622774.541666666,0.01026880688743148,9652012.49
2,2012-06,9652012.49,80.998,3.3956000000000004,221.41930162,6.891,0,2012-06-30,6,2012,7755209.84,7676382.550000001,7607607.16,8361201.626666668,8268637.596666667,0.24458431030668293,7449172.869999999
2,2012-07,7449172.869999999,83.4925,3.30025,221.5579608,6.565,0,2012-07-31,7,2012,9652012.49,7755209.84,8929101.75,8285465.066666666,8357346.263333335,-0.22822593964546367,9564712.06
2,2012-08,9564712.06,84.622,3.5480000000000005,221.72148980000003,6.565,0,2012-08-31,8,2012,7449172.869999999,9652012.49,7354707.02,8888632.473333335,8601945.976666667,0.2839965224219587,7289469.93
2,2012-09,7289469.93,78.5175,3.7085,222.331393025,6.565,1,2012-09-30,9,2012,9564712.06,7449172.869999999,8568254.09,8101118.286666666,8231159.956666666,-0.23787878983991084,7581514.93
3,2011-02,1699036.03,54.625,3.0302499999999997,216.40370315,7.551,1,2011-02-28,2,2011,1475045.38,2430890.3600000003,1711198.23,1868323.9233333336,1764547.5883333331,0.15185339585959046,1614630.99
3,2011-03,1614630.99,67.2025,3.427,217.582014825,7.551,0,2011-03-31,3,2011,1699036.03,1475045.38,1534680.59,1596237.4666666668,1794081.6783333335,-0.04967819311047805,1884147.52
3,2011-04,1884147.52,74.55799999999999,3.7012,218.64409916,7.574,0,2011-04-30,4,2011,1614630.99,1699036.03,1895382.98,1732604.8466666667,1808612.3383333336,0.16692144004990261,1533308.53
3,2011-05,1533308.53,77.38,3.8745000000000003,219.1444077,7.574,0,2011-05-31,5,2011,1884147.52,1614630.99,1477534.2,1677362.3466666667,1772843.135,-0.18620569051833058,1575090.6400000001
3,2011-06,1575090.6400000001,85.2575,3.6445,218.463712275,7.574,0,2011-06-30,6,2011,1533308.53,1884147.52,1473409.22,1664182.2300000002,1630209.8483333334,0.027249642966507226,1843561.95
3,2011-07,1843561.95,86.376,3.5824,218.70930796,7.567,0,2011-07-31,7,2011,1575090.6400000001,1533308.53,1783914.22,1650653.7066666668,1691629.2766666666,0.1704481654465293,1536442.56
3,2011-08,1536442.56,88.36,3.5997500000000002,218.99321750000001,7.567,0,2011-08-31,8,2011,1843561.95,1575090.6400000001,1456095.44,1651698.3833333335,1664530.3650000002,-0.16659021954754483,1862692.56
3,2011-09,1862692.56,83.44800000000001,3.4854,219.51762304,7.567,1,2011-09-30,9,2011,1536442.56,1843561.95,1437426.45,1747565.6900000002,1705873.9600000002,0.21234116295242433,1556141.95
3,2011-10,1556141.95,72.34,3.321,220.793275525,7.197,0,2011-10-31,10,2011,1862692.56,1536442.56,1796963.56,1651759.0233333334,1651206.365,-0.16457391658879017,1822971.63
3,2011-11,1822971.63,63.230000000000004,3.29325,221.55053085,7.197,1,2011-11-30,11,2011,1556141.95,1862692.56,1747923.75,1747268.7133333331,1699483.548333333,0.17146872751550712,2413806.83
3,2011-12,2413806.83,52.775999999999996,3.146,222.61066512000002,7.197,1,2011-12-31,12,2011,1822971.63,1556141.95,2430890.3600000003,1930973.47,1839269.58,0.32410553750636284,1480953.54
3,2012-01,1480953.54,54.635000000000005,3.2439999999999998,223.400617625,6.833,0,2012-01-31,1,2012,2413806.83,1822971.63,1475045.38,1905910.6666666667,1778834.845,-0.38646559385201507,1792769.68
3,2012-02,1792769.68,55.8725,3.4585,223.865447975,6.833,1,2012-02-29,2,2012,1480953.54,2413806.83,1699036.03,1895843.3499999999,1821556.0316666665,0.21055092653345486,2148086.5
3,2012-03,2148086.5,64.45,3.7329999999999997,224.65635694000002,6.833,0,2012-03-31,3,2012,1792769.68,1480953.54,1614630.99,1807269.9066666665,1869121.6883333332,0.19819434920385315,1753460.1099999999
3,2012-04,1753460.1099999999,72.82,3.8682499999999997,225.0365507,6.664,0,2012-04-30,4,2012,2148086.5,1792769.68,1884147.52,1898105.4299999997,1902008.048333333,-0.18371066062749342,1703712.98
3,2012-05,1703712.98,76.41499999999999,3.657,225.229404975,6.664,0,2012-05-31,5,2012,1753460.1099999999,2148086.5,1533308.53,1868419.8633333333,1882131.6066666667,-0.028370836448626036,2163143.4
3,2012-06,2163143.4,83.396,3.3956000000000004,225.28491232000002,6.664,0,2012-06-30,6,2012,1703712.98,1753460.1099999999,1575090.6400000001,1873438.83,1840354.3683333332,0.2696642130413305,1649972.35
3,2012-07,1649972.35,82.935,3.30025,225.43081835,6.334,0,2012-07-31,7,2012,2163143.4,1703712.98,1843561.95,1838942.9100000001,1868524.17,-0.23723394852139712,2028009.1199999999
3,2012-08,2028009.1199999999,85.59,3.5480000000000005,225.60298016000002,6.334,0,2012-08-31,8,2012,1649972.35,2163143.4,1536442.56,1947041.6233333333,1907730.7433333332,0.2291170333854382,1620024.0
3,2012-09,1620024.0,78.3975,3.7085,226.2278688,6.334,1,2012-09-30,9,2012,2028009.1199999999,1649972.35,1862692.56,1766001.8233333332,1819720.3266666664,-0.20117518998139416,1684307.82
4,2011-02,8701523.58,41.2675,3.0435,127.92598989999999,6.51,1,2011-02-28,2,2011,7428613.52,12466674.3,8299040.36,9532270.466666667,9088654.5,0.17135230639916244,8203913.86
4,2011-03,8203913.86,52.1125,3.43525,128.448127,6.51,0,2011-03-31,3,2011,8701523.58,7428613.52,7525350.19,8111350.32,9203919.696666667,-0.057186504802875016,10034555.89
4,2011-04,10034555.89,62.992000000000004,3.6824,128.8819284,5.946,0,2011-04-30,4,2011,8203913.86,8701523.58,9269170.71,8979997.776666667,9289245.008333335,0.22314252212297125,8068206.5600000005
4,2011-05,8068206.5600000005,69.55,3.8475,129.067866375,5.946,0,2011-05-31,5,2011,10034555.89,8203913.86,7637509.72,8768892.103333334,9150581.285000002,-0.19595778343908354,8288884.07
4,2011-06,8288884.07,80.9175,3.62775,129.0485605,5.946,0,2011-06-30,6,2011,8068206.5600000005,10034555.89,7550298.11,8797215.506666668,8454282.913333334,0.02735149482836241,10193027.8
4,2011-07,10193027.8,83.92,3.5644,129.13084452,5.644,0,2011-07-31,7,2011,8288884.07,8068206.5600000005,9237037.48,8850039.476666667,8915018.626666667,0.22972256746739617,8487108.440000001
4,2011-08,8487108.440000001,83.3275,3.588,129.227516125,5.644,0,2011-08-31,8,2011,10193027.8,8288884.07,7760274.34,8989673.436666667,8879282.770000001,-0.16736139579644815,10208029.69
4,2011-09,10208029.69,73.09400000000001,3.4926000000000004,129.44990968,5.644,1,2011-09-30,9,2011,8487108.440000001,10193027.8,7512322.68,9629388.643333333,9213302.075000001,0.20276885374637654,8600688.219999999
4,2011-10,8600688.219999999,62.410000000000004,3.32625,129.76007097500002,5.143,0,2011-10-31,10,2011,10208029.69,8487108.440000001,9522604.02,9098608.783333333,8974324.13,-0.15745854183541275,9732895.19
4,2011-11,9732895.19,48.845,3.28175,129.821284125,5.143,1,2011-11-30,11,2011,8600688.219999999,10208029.69,8900188.9,9513871.033333331,9251772.235,0.13164143857315658,13144846.51
4,2011-12,13144846.51,35.92,3.14,129.93102904,5.143,1,2011-12-31,12,2011,9732895.19,8600688.219999999,12466674.3,10492809.973333333,10061099.308333332,0.3505587241405401,7923260.95
4,2012-01,7923260.95,38.8625,3.246,130.248798375,4.607,0,2012-01-31,1,2012,13144846.51,9732895.19,7428613.52,10267000.883333333,9682804.833333334,-0.3972344261325269,9202336.89
4,2012-02,9202336.89,37.5775,3.44975,130.43485205,4.607,1,2012-02-29,2,2012,7923260.95,13144846.51,8701523.58,10090148.116666667,9802009.575,0.16143301957005463,10804712.46
4,2012-03,10804712.46,59.104,3.7144,130.81542158,4.607,0,2012-03-31,3,2012,9202336.89,7923260.95,8203913.86,9310103.433333334,9901456.703333333,0.17412702764025845,8783910.07
4,2012-04,8783910.07,70.3625,3.85475,131.0973871,4.308,0,2012-04-30,4,2012,10804712.46,9202336.89,10034555.89,9596986.473333335,9931993.678333333,-0.1870297240654195,8685981.98
4,2012-05,8685981.98,73.42,3.65075,131.102107525,4.308,0,2012-05-31,5,2012,8783910.07,10804712.46,8068206.5600000005,9424868.17,9757508.143333333,-0.011148576114691444,10984471.620000001
4,2012-06,10984471.620000001,80.464,3.3747999999999996,130.84552064,4.308,0,2012-06-30,6,2012,8685981.98,8783910.07,8288884.07,9484787.89,9397445.661666667,0.26462058582350423,8548929.23
4,2012-07,8548929.23,79.3575,3.2575,130.70587605,4.077,0,2012-07-31,7,2012,10984471.620000001,8685981.98,10193027.8,9406460.943333333,9501723.708333334,-0.22172594861690764,10857845.15
4,2012-08,10857845.15,80.142,3.5316,130.80170321999998,4.077,0,2012-08-31,8,2012,8548929.23,10984471.620000001,8487108.440000001,10130415.333333334,9777641.751666667,0.27008246973170924,8390018.08
4,2012-09,8390018.08,72.75,3.7005,130.9908871,4.077,1,2012-09-30,9,2012,10857845.15,8548929.23,10208029.69,9265597.486666666,9375192.688333334,-0.22728515979987063,8589722.81
5,2011-02,1292485.85,50.525,3.0302499999999997,213.629954725,6.634,1,2011-02-28,2,2011,1101385.7000000002,1829294.03,1202728.0,1407721.86,1376574.37,0.1735088352790488,1229041.93
5,2011-03,1229041.93,62.7775,3.427,214.78677035,6.634,0,2011-03-31,3,2011,1292485.85,1101385.7000000002,1141138.68,1207637.826666667,1380411.14,-0.04908674241965605,1565270.75
5,2011-04,1565270.75,70.45,3.7012,215.82547134,6.489,0,2011-04-30,4,2011,1229041.93,1292485.85,1553822.75,1362266.1766666668,1405060.5566666666,0.2735698529016013,1210598.71
5,2011-05,1210598.71,73.78999999999999,3.8745000000000003,216.31818545,6.489,0,2011-05-31,5,2011,1565270.75,1229041.93,1241824.97,1334970.4633333331,1371346.1616666666,-0.22658830109743,1241861.52
5,2011-06,1241861.52,84.755,3.6445,215.664827175,6.489,0,2011-06-30,6,2011,1210598.71,1565270.75,1243520.7,1339243.6600000001,1273440.7433333334,0.02582425517370668,1488829.3399999999
5,2011-07,1488829.3399999999,87.49600000000001,3.5824,215.90913236,6.528999999999999,0,2011-07-31,7,2011,1241861.52,1210598.71,1422175.5,1313763.1900000002,1338014.6833333333,0.19886904942509198,1221606.73
5,2011-08,1221606.73,89.94,3.5997500000000002,216.200281525,6.529,0,2011-08-31,8,2011,1488829.3399999999,1241861.52,1165245.5,1317432.53,1326201.4966666666,-0.17948505098643464,1498625.82
5,2011-09,1498625.82,82.428,3.4854,216.72010264,6.528999999999999,1,2011-09-30,9,2011,1221606.73,1488829.3399999999,1206021.31,1403020.63,1371132.145,0.22676617867028304,1208333.48
5,2011-10,1208333.48,70.0425,3.321,217.9670661,6.3,0,2011-10-31,10,2011,1498625.82,1221606.73,1417374.25,1309522.01,1311642.5999999999,-0.19370568431818425,1481403.37
5,2011-11,1481403.37,60.92,3.29325,218.703775625,6.3,1,2011-11-30,11,2011,1208333.48,1498625.82,1412885.08,1396120.89,1356776.71,0.2259888470523883,1931376.8
5,2011-12,1931376.8,49.126,3.146,219.7297079,6.3,1,2011-12-31,12,2011,1481403.37,1208333.48,1829294.03,1540371.2166666668,1471695.923333333,0.30374808044347823,1187031.43
5,2012-01,1187031.43,52.0875,3.2439999999999998,220.501287925,5.943,0,2012-01-31,1,2012,1931376.8,1481403.37,1101385.7000000002,1533270.5333333332,1421396.2716666665,-0.3853962468638953,1351836.33
5,2012-02,1351836.33,52.980000000000004,3.4585,220.959709625,5.943,1,2012-02-29,2,2012,1187031.43,1931376.8,1292485.85,1490081.5200000003,1443101.205,0.1388378570565736,1698513.0699999998
5,2012-03,1698513.0699999998,62.82000000000001,3.7329999999999997,221.74014763999998,5.943,0,2012-03-31,3,2012,1351836.33,1187031.43,1229041.93,1412460.2766666666,1476415.7466666668,0.2564487521947274,1409720.53
5,2012-04,1409720.53,69.3125,3.8682499999999997,222.119067675,5.801,0,2012-04-30,4,2012,1698513.0699999998,1351836.33,1565270.75,1486689.9766666666,1509980.255,-0.1700266810428488,1372987.35
5,2012-05,1372987.35,74.8075,3.657,222.308973275,5.801,0,2012-05-31,5,2012,1409720.53,1698513.0699999998,1210598.71,1493740.3166666667,1491910.9183333332,-0.026057065367417143,1683655.81
5,2012-06,1683655.81,82.006,3.3956000000000004,222.3681223,5.801,0,2012-06-30,6,2012,1372987.35,1409720.53,1241861.52,1488787.8966666667,1450624.0866666667,0.22627190265081465,1285450.55
5,2012-07,1285450.55,82.31,3.30025,222.508560225,5.603,0,2012-07-31,7,2012,1683655.81,1372987.35,1488829.3399999999,1447364.57,1467027.2733333334,-0.23651227147192277,1610442.42
5,2012-08,1610442.42,85.018,3.5480000000000005,222.67420818,5.603,0,2012-08-31,8,2012,1285450.55,1683655.81,1221606.73,1526516.26,1510128.2883333333,0.25282331552932935,1267898.02
5,2012-09,1267898.02,78.0925,3.7085,223.2877896,5.603,1,2012-09-30,9,2012,1610442.42,1285450.55,1498625.82,1387930.3299999998,1438359.1133333333,-0.21270204742868104,1301302.62
6,2011-02,5996637.31,50.61,3.0302499999999997,214.599326975,6.858,1,2011-02-28,2,2011,5204924.109999999,9793698.97,6259010.24,6998420.13,6675536.856666666,0.15210850019482813,6120956.66
6,2011-03,6120956.66,63.515,3.427,215.763655075,6.858,0,2011-03-31,3,2011,5996637.31,5204924.109999999,6325062.47,5774172.693333332,6775816.241666666,0.020731510607234105,7561276.62
6,2011-04,7561276.62,71.056,3.7012,216.81052812,6.855000000000001,0,2011-04-30,4,2011,6120956.66,5996637.31,7995878.23,6559623.53,6910794.3549999995,0.23530961580113519,5864600.16
6,2011-05,5864600.16,73.80250000000001,3.8745000000000003,217.305896325,6.855,0,2011-05-31,5,2011,7561276.62,6120956.66,6320388.54,6515611.146666667,6757015.638333333,-0.22439021150372884,6469666.17
6,2011-06,6469666.17,85.27250000000001,3.6445,216.64298424999998,6.855,0,2011-06-30,6,2011,5864600.16,7561276.62,6860962.5600000005,6631847.650000001,6203010.171666667,0.10317259378173871,7941223.140000001
6,2011-07,7941223.140000001,88.514,3.5824,216.88774044000002,6.925,0,2011-07-31,7,2011,6469666.17,5864600.16,8127765.74,6758496.489999999,6659060.010000001,0.22745485336224092,6000529.4
6,2011-08,6000529.4,90.32,3.5997500000000002,217.1763595,6.925,0,2011-08-31,8,2011,7941223.140000001,6469666.17,6171593.19,6803806.236666667,6659708.691666666,-0.24438221994099518,6960197.58
6,2011-09,6960197.58,83.474,3.4854,217.69778277999998,6.925,1,2011-09-30,9,2011,6000529.4,7941223.140000001,5519280.35,6967316.706666667,6799582.178333334,0.15993058545800976,5705627.68
6,2011-10,5705627.68,70.845,3.321,218.954772525,6.551,0,2011-10-31,10,2011,6960197.58,6000529.4,6751407.9399999995,6222118.22,6490307.355,-0.1802491790757469,6833798.54
6,2011-11,6833798.54,61.635,3.29325,219.6986624,6.551,1,2011-11-30,11,2011,5705627.68,6960197.58,6787272.46,6499874.600000001,6651840.418333333,0.19772949152546193,9869325.58
6,2011-12,9869325.58,48.868,3.146,220.73654763999997,6.551,1,2011-12-31,12,2011,6833798.54,5705627.68,9793698.97,7469583.933333333,7218450.32,0.44419322902661973,5381449.24
6,2012-01,5381449.24,52.1175,3.2439999999999998,221.5145485,6.132,0,2012-01-31,1,2012,9869325.58,6833798.54,5204924.109999999,7361524.453333333,6791821.336666666,-0.4547297891453288,6214713.5
6,2012-02,6214713.5,53.557500000000005,3.4585,221.9752099,6.132,1,2012-02-29,2,2012,5381449.24,9869325.58,5996637.31,7155162.773333333,6827518.6866666665,0.15484012258378188,7871777.22
6,2012-03,7871777.22,62.525999999999996,3.7329999999999997,222.75930727999997,6.132,0,2012-03-31,3,2012,6214713.5,5381449.24,6120956.66,6489313.319999999,6979448.626666666,0.266635577006084,6368819.98
6,2012-04,6368819.98,70.7575,3.8682499999999997,223.13867245,5.964,0,2012-04-30,4,2012,7871777.22,6214713.5,7561276.62,6818436.899999999,7089980.676666667,-0.19092984951116276,6177965.85
6,2012-05,6177965.85,74.82249999999999,3.657,223.329608575,5.964,0,2012-05-31,5,2012,6368819.98,7871777.22,5864600.16,6806187.683333333,6980675.228333334,-0.02996695315605402,8287124.09
6,2012-06,8287124.09,82.30799999999999,3.3956000000000004,223.38748489999998,5.964,0,2012-06-30,6,2012,6177965.85,6368819.98,6469666.17,6944636.64,6716974.98,0.3414001131132831,6552092.779999999
6,2012-07,6552092.779999999,82.6425,3.30025,223.52983385,5.668,0,2012-07-31,7,2012,8287124.09,6177965.85,7941223.140000001,7005727.573333333,6912082.236666665,-0.20936470736496482,7837240.48
6,2012-08,7837240.48,84.946,3.5480000000000005,223.69775826,5.668,0,2012-08-31,8,2012,6552092.779999999,8287124.09,6000529.4,7558819.116666666,7182503.399999999,0.19614308636209543,5777978.98
6,2012-09,5777978.98,77.8425,3.7085,224.3152913,5.668,1,2012-09-30,9,2012,7837240.48,6552092.779999999,6960197.58,6722437.413333333,6833537.026666666,-0.26275338944301474,5845884.88
7,2011-02,2237009.21,10.735,3.05,191.87560685,8.818,1,2011-02-28,2,2011,2243460.4699999997,3643627.46,2023674.14,2708032.3800000004,2467736.045,-0.0028755844314029,2304418.4899999998
7,2011-03,2304418.4899999998,23.98,3.356,192.097591725,8.818,0,2011-03-31,3,2011,2237009.21,2243460.4699999997,2061053.48,2261629.3899999997,2510813.838333333,0.030133662257027405,2314366.59
7,2011-04,2314366.59,28.377999999999997,3.5805999999999996,192.43628384,8.595,0,2011-04-30,4,2011,2304418.4899999998,2237009.21,2230043.44,2285264.763333333,2508116.095,0.004316967618151812,1702994.3699999999
7,2011-05,1702994.3699999999,34.205,3.78125,192.804787925,8.595,0,2011-05-31,5,2011,2314366.59,2304418.4899999998,1606057.6400000001,2107259.816666667,2407646.098333333,-0.2641639499298164,2414430.6399999997
7,2011-06,2414430.6399999997,48.6775,3.714,192.897653925,8.595,0,2011-06-30,6,2011,1702994.3699999999,2314366.59,2042623.05,2143930.533333333,2202779.9616666664,0.41775609040915374,3450312.94
7,2011-07,3450312.94,56.974000000000004,3.5522,193.36340202000002,8.622,0,2011-07-31,7,2011,2414430.6399999997,1702994.3699999999,2899977.83,2522579.3166666664,2403922.04,0.42903792009531516,2641213.98
7,2011-08,2641213.98,56.0325,3.52,194.16280395,8.622,0,2011-08-31,8,2011,3450312.94,2414430.6399999997,2378701.98,2835319.186666666,2471289.5016666665,-0.23450016681675256,2789496.99
7,2011-09,2789496.99,46.738,3.5584000000000002,194.71558208000002,8.622,1,2011-09-30,9,2011,2641213.98,3450312.94,2045951.73,2960341.303333333,2552135.9183333335,0.05614199043426238,2113856.5
7,2011-10,2113856.5,34.9025,3.52175,195.120742675,8.513,0,2011-10-31,10,2011,2789496.99,2641213.98,2330553.05,2514855.8233333337,2518717.5700000003,-0.24220871806712374,2609454.0300000003
7,2011-11,2609454.0300000003,25.017500000000002,3.48375,195.652840325,8.513,1,2011-11-30,11,2011,2113856.5,2789496.99,2305814.35,2504269.1733333333,2669794.18,0.23445183246828738,3841626.31
7,2011-12,3841626.31,14.9,3.2534,196.04215082000002,8.513,1,2011-12-31,12,2011,2609454.0300000003,2113856.5,3643627.46,2854978.946666667,2907660.125,0.4721954346902213,2426033.95
7,2012-01,2426033.95,20.11,3.06625,196.72120660000002,8.256,0,2012-01-31,1,2012,3841626.31,2609454.0300000003,2243460.4699999997,2959038.096666667,2736946.96,-0.3684877824569043,2367863.41
7,2012-02,2367863.41,23.1075,3.0940000000000003,196.921392375,8.256,1,2012-02-29,2,2012,2426033.95,3841626.31,2237009.21,2878507.89,2691388.5316666667,-0.02397762817787441,2998749.85
7,2012-03,2998749.85,33.816,3.4753999999999996,197.12165206,8.256,0,2012-03-31,3,2012,2367863.41,2426033.95,2304418.4899999998,2597549.07,2726264.0083333333,0.2664370070231372,2064014.02
7,2012-04,2064014.02,44.1275,3.9045,197.691336,8.09,0,2012-04-30,4,2012,2998749.85,2367863.41,2314366.59,2476875.76,2717956.928333333,-0.31170850412881224,1926764.37
7,2012-05,1926764.37,48.4825,3.8535,197.57460815,8.09,0,2012-05-31,5,2012,2064014.02,2998749.85,1702994.3699999999,2329842.7466666666,2604175.3183333334,-0.06649647176330709,3300080.88
7,2012-06,3300080.88,61.998000000000005,3.7312,197.69877704,8.09,0,2012-06-30,6,2012,1926764.37,2064014.02,2414430.6399999997,2430286.4233333333,2513917.7466666666,0.712757891614946,2872504.59
